06.01.2022 17:27:13	18,4	57
06.01.2022 17:27:52	18,4	57
06.01.2022 17:28:27	18,3	56
06.01.2022 17:28:57	18,5	56
06.01.2022 17:29:35	18,4	56
06.01.2022 17:30:13	18,3	57
06.01.2022 17:30:43	18,2	57
06.01.2022 17:31:17	18,3	57
06.01.2022 17:31:53	18,3	58
06.01.2022 17:32:30	18,4	58
06.01.2022 17:33:04	18,3	58
06.01.2022 17:33:44	18,2	58
06.01.2022 17:34:24	18,4	58
06.01.2022 17:34:56	18,3	58
06.01.2022 17:35:29	18,2	58
06.01.2022 17:36:00	18,3	59
06.01.2022 17:36:34	18,3	59
06.01.2022 17:37:10	18,4	58
06.01.2022 17:37:44	18,3	59
06.01.2022 17:38:19	18,4	59
06.01.2022 17:38:52	18,4	59
06.01.2022 17:39:25	18,4	59
06.01.2022 17:40:01	18,4	59
06.01.2022 17:40:32	18,4	59
06.01.2022 17:41:07	18,4	60
06.01.2022 17:41:42	18,4	60
06.01.2022 17:42:16	18,4	59
06.01.2022 17:42:55	18,4	60
06.01.2022 17:43:31	18,4	60
06.01.2022 17:44:07	18,4	60
06.01.2022 17:44:52	18,3	60
06.01.2022 17:45:24	18,4	60
06.01.2022 17:46:05	18,4	60
06.01.2022 17:46:35	18,4	60
06.01.2022 17:47:09	18,3	60
06.01.2022 17:47:43	18,4	60
06.01.2022 17:48:22	18,4	61
06.01.2022 17:48:56	18,3	61
06.01.2022 17:49:33	18,4	61
06.01.2022 17:50:06	18,4	62
06.01.2022 17:50:46	18,4	62
06.01.2022 17:51:16	18,5	61
06.01.2022 17:51:52	18,4	61
06.01.2022 17:52:24	18,5	61
06.01.2022 17:52:55	18,4	61
06.01.2022 17:53:35	18,4	62
06.01.2022 17:54:12	18,5	62
06.01.2022 17:54:44	18,4	61
06.01.2022 17:55:23	18,4	62
06.01.2022 17:56:04	18,4	62
06.01.2022 17:56:42	18,4	62
06.01.2022 17:57:17	18,4	62
06.01.2022 17:57:53	18,4	62
06.01.2022 17:58:25	18,4	62
06.01.2022 17:59:07	18,5	62
06.01.2022 17:59:41	18,5	63
06.01.2022 18:00:19	18,5	63
06.01.2022 18:00:50	18,5	63
06.01.2022 18:01:26	18,4	63
06.01.2022 18:01:55	18,5	63
06.01.2022 18:02:31	18,4	62
06.01.2022 18:03:07	18,5	61
06.01.2022 18:03:46	18,4	62
06.01.2022 18:04:19	18,4	62
06.01.2022 18:04:53	18,4	62
06.01.2022 18:05:23	18,4	62
06.01.2022 18:05:57	18,4	62
06.01.2022 18:06:34	18,4	63
06.01.2022 18:07:09	18,5	63
06.01.2022 18:07:44	18,4	62
06.01.2022 18:08:19	18,4	63
06.01.2022 18:08:56	18,4	63
06.01.2022 18:09:28	18,4	62
06.01.2022 18:10:06	18,4	62
06.01.2022 18:10:39	18,4	62
06.01.2022 18:11:15	18,5	62
06.01.2022 18:11:52	18,4	67
06.01.2022 18:12:25	18,5	63
06.01.2022 18:12:56	18,5	61
06.01.2022 18:13:30	18,6	59
